234536,10.0
135531,10.0
137540,10.0
74705,30.0
49829,10.0
153504,10.0
303925,20.0
350454,15.0
39223,10.0
292287,10.0
253755,10.0
354671,10.0
45203,10.0
279096,14.0
268477,10.0
129329,10.0
236262,10.0
340931,10.0
13991,10.0
334158,10.0
55100,20.0
334379,10.0
137485,10.0
172286,12.0
183800,10.0
359934,20.0
69438,10.0
117942,10.0
155930,10.0
281046,10.0
219570,10.0
35800,18.85
300212,10.0
345609,10.0
187270,10.0
107217,10.0
261456,10.0
72494,10.0
331784,10.0
333370,10.0
69138,10.0
165499,15.0
72525,10.0
279985,10.0
294087,10.0
139896,10.0
321051,10.0
42170,10.0
197013,10.0
173986,10.0
45755,10.0
295968,10.0
534,10.0
328778,10.0
155121,10.0
263877,10.0
345676,10.0
310414,10.0
273864,10.0
234025,10.0
353751,10.0
104227,20.0
298635,11.0
211256,10.0
259564,10.0
325428,10.0
311760,10.0
207129,10.0
128369,10.0
73304,10.0
73581,10.0
183077,10.0
33672,10.0
162989,10.0
246471,10.0
134360,14.0
35451,20.0
226058,10.0
81568,11.0
299559,10.0
228699,10.0
182650,10.0
212902,10.0
273386,10.0
347658,10.0
124923,10.0
217300,10.0
261544,10.0
229280,10.0
345933,11.0
249817,10.0
245370,10.0
92303,10.0
262209,10.0
317263,10.0
150957,10.0
289971,10.0
49096,10.0
142100,10.0
122877,10.0
34661,10.0
208712,10.0
230045,11.0
237361,10.0
141322,10.0
279669,10.0
182985,10.0
269490,10.0
251920,10.0
359895,10.0
114414,10.0
320019,10.0
338718,10.0
317155,10.0
177021,10.0
317594,10.0
145623,10.0
223268,10.0
360897,10.0
220303,10.0
152113,10.0
176097,10.0
253681,10.0
251320,10.0
19268,10.0
282541,10.0
136565,10.0
341845,10.0
143549,33.0
210326,10.0
105095,37.0
27576,10.0
202795,10.0
78499,21.0
69588,10.0
138821,10.0
85917,10.0
344880,10.0
251450,10.0
349913,10.0
22393,19.0
361882,10.0
239043,10.0
274111,15.0
283091,10.0
185959,10.0
77930,10.0
49288,10.0
218309,20.0
279124,10.0
181440,10.0
203092,10.0
275821,10.0
149932,10.0
201567,10.0
102199,20.0
170510,10.0
29733,10.0
7728,33.0
226479,10.0
173134,19.0
322157,10.0
181999,10.0
48632,10.0
13066,15.0
160482,10.0
98205,39.0
190835,10.0
126115,10.0
65767,20.0
35896,10.0
125501,10.0
339514,10.0
251474,10.0
177620,10.0
11717,10.0
185259,11.0
15973,10.0
206293,10.0
332836,10.0
14412,10.0
87781,10.0
330255,10.0
342677,11.0
339150,10.0
232609,10.0
145780,10.0
227045,10.0
174028,20.0
265022,19.0
251882,10.0
38894,10.0
324378,10.0
222782,10.0
68400,17.0
322505,10.0
253102,10.0
131106,10.0
310795,10.0
243319,10.0
161069,10.0
285046,10.0
78896,10.0
14662,10.0
248047,10.0
152815,11.0
179233,10.0
280883,10.0
283474,10.0
393,10.0
93199,10.0
64564,20.0
257294,10.0
53742,41.0
89499,10.0
209463,19.0
362929,10.0
317912,10.0
192997,10.0
224656,10.0
350385,11.0
224417,10.0
355716,10.0
202368,15.0
200389,10.0
25137,10.0
177481,10.0
273771,10.0
292783,10.0
203290,10.0
146434,14.0
191907,10.0
264117,10.0
355954,10.0
92557,15.0
100771,10.0
307785,10.0
141619,10.0
195525,10.0
245633,10.0
149909,10.0
319095,10.0
315031,10.0
53330,10.0
204596,10.0
341532,10.0
50596,10.0
70961,10.0
133296,10.0
